Name,Code,Altitude,Easting,Northing,Description,Subregion,Region,SourceURL
Agulla del Mal Pas,257b,932,399953.0,4605780.0,Rep aquest nom per l’estetror del camí que hi mena des del Faró. Fu pujada per primera vegada per Esquedo i Estorach el 2 d’abril de 1948.,Faraó,Sant Jeroni,https://totmontserrat.cat/muntanya/agulles/seccio-12-faro/
Agulleta del Serrat del Faraó,290,985,400021.0,4605875.0,Punxegut monòlit que està a la part inferior del serrat del Faraó unit a la roca 256. La primera ascensió la feren Josep Maria Torras i Joan Nubiola el 5 d’agost de 1951.,Faraó,Sant Jeroni,https://totmontserrat.cat/muntanya/agulles/seccio-12-faro/
Contrafort de l’Arítjol,729,813,399544.0,4605714.0,Roca adossada a la cara sud de l’agulla de l’Arítjol.,Faraó,Sant Jeroni,https://totmontserrat.cat/muntanya/agulles/seccio-12-faro/
Ditet del Serrat del Faró,255a,937,400054.0,4605853.0,"Roca de petites dimensions, simpàtica segons en David Hita, situada a poca distància de la cara sud de la punta central del serrat del Faraó.",Faraó,Sant Jeroni,https://totmontserrat.cat/muntanya/agulles/seccio-12-faro/
El Caputxí,252b,869,400101.0,4605746.0,Roca situada a la part superior de la canal Roja. No és massa visible.,Faraó,Sant Jeroni,https://totmontserrat.cat/muntanya/agulles/seccio-12-faro/
El Faraó o Roca del Mig,258,947,399883.0,4605751.0,"Coneguda abans pel nom d’agulla del Mig. El Faraó és la roca que presideix aquesta zona del vessant sud massís montserratí. Té una silueta molt fàcil de distingir. La primera ascensió fou feta per Estorach, Esquerda i Salvador l’any 1947.",Faraó,Sant Jeroni,https://totmontserrat.cat/muntanya/agulles/seccio-12-faro/
El Faraonet,258a,872,399857.0,4605678.0,Roca de petites dimensions situada sota la roca del Faraó per la seva part sud a la qual resta unida.,Faraó,Sant Jeroni,https://totmontserrat.cat/muntanya/agulles/seccio-12-faro/
El Panxut,253b,930,400005.0,4605997.0,Roca de grans proporcions situada en la part més alta de la Coma dels Naps de Baix un mica més avall que la seva veïna la Panxuda. Té un important desplom en la cara nord i una bauma arrodonida quasi a ras de terra. David Hita feu la primera ascensió el 13 de març de 2008.,Faraó,Sant Jeroni,https://totmontserrat.cat/muntanya/agulles/seccio-12-faro/
Els Moais,s/n,833,399994.0,4605527.0,"Dos petits contraforts situats entre el coll de la Palomera i la placa dels Roofs. Al ser dos, un és el Moai Menut i l’altre el Moai Grandot. Els moai originals són estàtues esculpides amb cendra volcànica de l’illa de Pasqua, a l’oest de Xile",Faraó,Sant Jeroni,https://totmontserrat.cat/muntanya/agulles/seccio-12-faro/
Els Ous del Faraó,289,940,399927.0,4605786.0,Es tracta d’un monòlit amb dues carcaterístiques roques arrodonides en el seu cim. Es troba en sobre la carena que domina l’agulla del Faraó i damunt mateix de la roca esmenetada del Mal Pas.,Faraó,Sant Jeroni,https://totmontserrat.cat/muntanya/agulles/seccio-12-faro/
La Geperuda,260c,765,399518.0,4605790.0,"Es troba a la part esquerra del torrent de la Coma dels Naps de Baix i enfront mateix de l’agulla Fina, que està a l’altra banda, i veïna de la vessant sud-oest de l’agulla de l’Artíjol. La primer ascensió és de J.M. Torras el 8 de juny de 1952",Faraó,Sant Jeroni,https://totmontserrat.cat/muntanya/agulles/seccio-12-faro/
La Llesca,253c,940,399984.0,4605933.0,Roca amb una allargasada cara oest situada immediatament al sud de la roca del Panxut. Primera ascensio realitzada el 12 de març de 2008 per David Hita.,Faraó,Sant Jeroni,https://totmontserrat.cat/muntanya/agulles/seccio-12-faro/
La Panxuda,253a,976,400106.0,4606089.0,"Gran roca situada a la part superior del torrent de la Coma dels Naps de Baix. Per la paret oest presenta un gran desplom. David Hita la descriu com a part d’un serrat esglaonat que devalla del mirador del Serrat del Cabrit. La primera ascensió la feu David Hita el 30 d’octubre de 2007. Als peus d’aquesta roca i per la seva vesant oest hi ha les restes d’un camí ben cosntruït, amb uns bons marges de pedra que evidencien la importància d’aquesta zona pels treballs al bosc.",Faraó,Sant Jeroni,https://totmontserrat.cat/muntanya/agulles/seccio-12-faro/
Mirador del serrat del Cabrit,253,1026,400156.0,4606085.0,"Turó prominent fàcil de pujar, s’hi puja caminant. Està situat en el serrat del Faraó a prop del camí del Montgròs. Per la seva situació des del seu cim es veuen el conjunt de roques a l’entorn del Cilindre i el serrat del Cabrit.",Faraó,Sant Jeroni,https://totmontserrat.cat/muntanya/agulles/seccio-12-faro/
Mirador superior del serrat del Cabrit,252a,1049,400239.0,4606059.0,Roca veïna del Mirador del serrat del Cabrit. És un turó que s’hi puja tot caminant. Es troba entre l’anterior mirador i la Rampa de l’Esfinx.,Faraó,Sant Jeroni,https://totmontserrat.cat/muntanya/agulles/seccio-12-faro/
Placa dels Roofs,s/n,865,400021.0,4605608.0,Mur situat al nord del coll de la Palomera totalment abocat al torrent de la canal Roja i quasi al davant de la torre de la canal Roja.,Faraó,Sant Jeroni,https://totmontserrat.cat/muntanya/agulles/seccio-12-faro/
Punxeta del Serrat del Faró,254a,1009,400164.0,4605979.0,Petita roca situada a l’extrem més oriental del serrat del Faraó. Està a tocar del camí que va de la Palomera al Montgròs.,Faraó,Sant Jeroni,https://totmontserrat.cat/muntanya/agulles/seccio-12-faro/
Punxó de la Zanini,258d,839,399796.0,4605695.0,És una roca molt estilitzada que fa de contrafort de l’agulla Albert Zanini per la vesant sud-est.,Faraó,Sant Jeroni,https://totmontserrat.cat/muntanya/agulles/seccio-12-faro/
Roca de l’Arítjol,260b,836,399551.0,4605758.0,Roca en forma d’espoló adossada a la cara nord de l’Agulla de l’Arítjol.,Faraó,Sant Jeroni,https://totmontserrat.cat/muntanya/agulles/seccio-12-faro/
Roca del David,257c,849,399915.0,4605674.0,Petita roca envoltada de vegetació. La primera ascensió la feren Fèlix Brugada i Josep Barberà el 21 de maig de 1972.,Faraó,Sant Jeroni,https://totmontserrat.cat/muntanya/agulles/seccio-12-faro/
Serrat del Faraó – punta Central,255,1.003,400069.0,4605919.0,el serrat del faró son un conjunt de roques que es troben aquestes cotes a la part sud de l’agulla de la Tempestat. Les roques són properes al camí que va des de la Palomera al Montgròs.,Faraó,Sant Jeroni,https://totmontserrat.cat/muntanya/agulles/seccio-12-faro/
Serrat del Faraó – Punta est,254,1.005,400116.0,4605952.0,El serrat del faró son un conjunt de roques que es troben aquestes cotes a la part sud de l’agulla de la Tempestat. Les roques són properes al camí que va des de la Palomera al Montgròs,Faraó,Sant Jeroni,https://totmontserrat.cat/muntanya/agulles/seccio-12-faro/
Serrat del Faraó – punta Oest,256,987,400018.0,4605874.0,El serrat del faró son un conjunt de roques que es troben aquestes cotes a la part sud de l’agulla de la Tempestat. Les roques són properes al camí que va des de la Palomera al Montgròs,Faraó,Sant Jeroni,https://totmontserrat.cat/muntanya/agulles/seccio-12-faro/
Serrat del Faraó Occidental – roca 260,260,852,399594.0,4605766.0,Serrat situat entre el Faraó i l’agulla de l’Arítjol. És la roca més a ponent.,Faraó,Sant Jeroni,https://totmontserrat.cat/muntanya/agulles/seccio-12-faro/
Serrat del Faraó Occidental -roca 259,259,921,399870.0,4605766.0,Serrat situat entre el Faraó i l’agulla de l’Arítjol. És el punt més alta del serrat,Faraó,Sant Jeroni,https://totmontserrat.cat/muntanya/agulles/seccio-12-faro/
Torre de la canal Roja,s/n,856,400122.0,4605628.0,David Hita bateja aquesta roca amb aquest nom per l’aparença que té vista des de l’oest. Per l’altra banda la roca es fusiona amb la muntanya. Es troba a la part superior de la canal Roja.,Faraó,Sant Jeroni,https://totmontserrat.cat/muntanya/agulles/seccio-12-faro/
Agulla de la Font de la Cadireta,237,1064,400610.0,4606281.0,Al costat mateix de la font de la Cadireta s'enlaira una gran agulla. La primera ascensió la feren Josep barberà i Vicenç Soto el 26 de juny de 1970.,Montgròs,Sant Jeroni,https://totmontserrat.cat/muntanya/agulles/seccio-xiii-montgros-2/
Agulla de l'Oblit,248b,1075,400313.0,4606192.0,Agulla situada a sota de la roca del collet de la Creu. S'identifica per un gran pi a l'inici d'una via d'escalada. David Hita destaca que aquesta agulla no sigui esmentada en el Montserrat Pam a Pam ni en el mapa d'en Semir,Montgròs,Sant Jeroni,https://totmontserrat.cat/muntanya/agulles/seccio-xiii-montgros-2/
Boleta dels Plecs,299c,886,400547.0,4605730.0,"Seguint avall el torrent del Migdia, més enllà de l'indret dels Plecs, veiem a la dreta i damunt el torrent aquesta torca d'asoecte arrodonit.",Montgròs,Sant Jeroni,https://totmontserrat.cat/muntanya/agulles/seccio-xiii-montgros-2/
El Globus,216a,1125,400423.0,4606272.0,Roca d'aspecte arrodonit situada entre la roca Plana dels Llamps i el Patufet.,Montgròs,Sant Jeroni,https://totmontserrat.cat/muntanya/agulles/seccio-xiii-montgros-2/
El Patufet,215,1.168,400452.0,4606329.0,"A la part sud d'una carena descendent dels Ecos, es troba aquesta roca.",Montgròs,Sant Jeroni,https://totmontserrat.cat/muntanya/agulles/seccio-xiii-montgros-2/
La Cajoleta,299,906,400496.0,4605633.0,Es troba a la part oest de la Boleta dels Plecs i per damunt d'aquesta roca. Des del torrent del Migdia aquesta roca presenta una grandiosa paret sud i un gran balma.,Montgròs,Sant Jeroni,https://totmontserrat.cat/muntanya/agulles/seccio-xiii-montgros-2/
La Rampa de l'Esfinx,252,1.101,400323.0,4606058.0,"Curiosíssima roca que té l'aresta Bruc llarguíssima i es troba a l’esquerra i a sota del turó del Montgròs, fent coll amb l'agulla de l’Esfinx del Montgròs",Montgròs,Sant Jeroni,https://totmontserrat.cat/muntanya/agulles/seccio-xiii-montgros-2/
La Salamandra,214,1.158,400552.0,4606290.0,És una roca de les més esveltes de la secció del Montgròs té una impressionant aresta Brucs que recorda la cua d’una salamandra. S'escalà per primera vegada l'any 1936 per Puig i Galofré.,Montgròs,Sant Jeroni,https://totmontserrat.cat/muntanya/agulles/seccio-xiii-montgros-2/
L'Esfinx del Montgròs,248,1.111,400352.0,4606084.0,És una roca situada a l'Oest del turó del Montgròs i que es destaca per la seva semblança a una esfinx.,Montgròs,Sant Jeroni,https://totmontserrat.cat/muntanya/agulles/seccio-xiii-montgros-2/
Pedestal de la Roca Plana dels Llamps,247,1125,400396.0,4606121.0,És un turo rocallós força arrodonit situat entre el Montgròs i la roca Plana dels Llamps,Montgròs,Sant Jeroni,https://totmontserrat.cat/muntanya/agulles/seccio-xiii-montgros-2/
Plec de Llibre - Miniplec,223b,931,400535.0,4605883.0,Petit plec situat a la base del Plec de llibre inferior al damunt del torrent del Migdia.,Montgròs,Sant Jeroni,https://totmontserrat.cat/muntanya/agulles/seccio-xiii-montgros-2/
Plec de Llibre - Plec de l'Ignasi,221,1.037,400483.0,4605857.0,Continuant per la carena dels Plecs en direcció est i després del plec 220 s’arriba a la roca 221 identificada per David Hita com a Plec de l’Ignasi.,Montgròs,Sant Jeroni,https://totmontserrat.cat/muntanya/agulles/seccio-xiii-montgros-2/
Plec de Llibre - Plec d'en Ballart,220,1042,400471.0,4605861.0,Descendit una mica més per la carena dels Plecs després del Plec 219 s'arriba al plec 220 nomenat per David Hita com a Plec d’en Ballart.,Montgròs,Sant Jeroni,https://totmontserrat.cat/muntanya/agulles/seccio-xiii-montgros-2/
Plec de Llibre - Plec d'en Manolo,219,1.054,400461.0,4605877.0,"Aquest plec forma part de les curioses formacions rocoses adossades a la cara sud-oest del turó del Montgròs per damunt del torrent del Migdia. Són una sèrie d’esperons rocosos que segueixen un rigorós ordre que donen la impressió de ser els plecs d’un llibre gegantí. La primera roca, la més veïna del turó del Montgròs és la cota 218. David Hita l’ha anomenat Plec de la Martina.",Montgròs,Sant Jeroni,https://totmontserrat.cat/muntanya/agulles/seccio-xiii-montgros-2/
Plec de Llibre - Plec d'en Martina,218,1.050,400441.0,4605897.0,Seguint la carena dels Plecs en direcció est es va a parar a un coll i tot seguir a la cota 219. David Hita denomina aquesta roca com Plec d’en Manolo.,Montgròs,Sant Jeroni,https://totmontserrat.cat/muntanya/agulles/seccio-xiii-montgros-2/
Plec de Llibre - Plec estret,222,1.035,400489.0,4605857.0,Dins del conjunt de les roques del Plec del Llibre a continuació de cota 221 i en direcció est hi ha la roca 222 nomenada per David Hita com a Plec estret.,Montgròs,Sant Jeroni,https://totmontserrat.cat/muntanya/agulles/seccio-xiii-montgros-2/
Plec de Llibre Inferior,223a,995,400519.0,4605869.0,És l’agulla més extrema i baixa del conjunt que formen el Plec del Llibre. Està tocant a la canal del Migdia. La primera ascensió la feren J.Vendrell i J. Trullols el 18 de maig de 1952.,Montgròs,Sant Jeroni,https://totmontserrat.cat/muntanya/agulles/seccio-xiii-montgros-2/
Plec de Llibre Superior,223,1.041,400497.0,4605854.0,"Al final de la carena de roques que formen el Plec del Llibre es troba l'altiva torre del Plec Superior que domina el torrent del Migdia. La primera ascensió es feu el 13 juliol de 1942 per Carles Balaguer, Pere Bosquets, L. Balaguer i J.Tarragó.",Montgròs,Sant Jeroni,https://totmontserrat.cat/muntanya/agulles/seccio-xiii-montgros-2/
Plec del Montgròs - Plec del Mig,217b,1006,400598.0,4606119.0,Aquest plec forma part d'un conjunt rocósa la part inferior de l'entorn del Montgròs i cauen esglaonadament sobre el torrent del Migdia.,Montgròs,Sant Jeroni,https://totmontserrat.cat/muntanya/agulles/seccio-xiii-montgros-2/
Plec del Montgròs - Plec del Pi o Est,217c,988,400617.0,4606110.0,Aquest plec forma part d'un conjunt rocós a la part inferior de l'entorn del Montgròs i cauen esglaonadament sobre el torrent del Migdia.,Montgròs,Sant Jeroni,https://totmontserrat.cat/muntanya/agulles/seccio-xiii-montgros-2/
Plec del Montgròs - Plec Oest,217a,1025,400583.0,4606161.0,Aquest plec forma part d'un conjunt rocós a la part inferior de l'entorn del Montgròs i cauen esglaonadament sobre el torrent del Migdia. El Plec del Pi és el que presenta un caràcter més individualitzat,Montgròs,Sant Jeroni,https://totmontserrat.cat/muntanya/agulles/seccio-xiii-montgros-2/
Roca de l'Amistat,248d,1084,400337.0,4606305.0,Roca solitària situada immediantament després del serradet dels Amics del Sol en direcció oest.,Montgròs,Sant Jeroni,https://totmontserrat.cat/muntanya/agulles/seccio-xiii-montgros-2/
Roca del collet de la Creu,248a,1122,400371.0,4606213.0,Roca situada molt a prop del camí que va del Montgròs al coll de les Comes. Està a prop de la creu de ferro que es troba a la cara oest de la roca Plana dels Llamps.,Montgròs,Sant Jeroni,https://totmontserrat.cat/muntanya/agulles/seccio-xiii-montgros-2/
Roca del Grau,238,970,400630.0,4606273.0,"És la primera punta d’una cadena rocosa que neix al torrent del Migdia i acaba en la Salamandra. Quan al camí que va de la Font de la Cadireta al Montgròs passa per una bretxa, juts en aquest indret, la roca del Grau queda damunt a l’esquerra",Montgròs,Sant Jeroni,https://totmontserrat.cat/muntanya/agulles/seccio-xiii-montgros-2/
Roca d'en Farrey,s/n,916,400476.0,4605661.0,Agulla al costat nord de la Roca de la Cajoleta,Montgròs,Sant Jeroni,https://totmontserrat.cat/muntanya/agulles/seccio-xiii-montgros-2/
Roca Plana dels Llamps,247-216,1.164,400401.0,4606208.0,"És tracta d'una roca d'una gran esveltesa per tots els costats. Té una paret sud-est realment impressionant per raó de la gran quantitat de balmes que presenta. Anys enrere fou anomenada Gran Fatxa i avui se la coneix també pel Cap del Montgròs. Josep Barberà considera que ha de prevaldre el nom de roca Plana dels Llamps perquè és més antic. És uns dels monòlits de referència i un dels més antics escalats a Montserrat. La seva primera ascensió data de 1924. Rep el seu nom perquè  la seva important cara est, tota vertical, està plena d’enormes fissures com si haguessin estat fetes pels impactes dels llamps.",Montgròs,Sant Jeroni,https://totmontserrat.cat/muntanya/agulles/seccio-xiii-montgros-2/
Roca Veïna a la dreta de la Salamandra,236,1.085,400595.0,4606270.0,Aquesta roca es troba a la dreta de la roca de la Salamandra i a la carena crestejada que va del torrent del Migdia a l'esmentada roca de la Salamandra. Josep Barberà i Vicenç Soto la pujaren per primera vegada el 26 de juny de 1970.,Montgròs,Sant Jeroni,https://totmontserrat.cat/muntanya/agulles/seccio-xiii-montgros-2/
Roca Veina de l'esquerra de la Salamandra,213,1.141,400540.0,4606304.0,Està per sota de la Salamandra en la cara oest d'aquesta. La primera ascensió la feren el 24 de juny Vicenç Soto i Josep barberà el 24 de juny de 1970.,Montgròs,Sant Jeroni,https://totmontserrat.cat/muntanya/agulles/seccio-xiii-montgros-2/
Serradet dels Amics del Sol,248c,1096,400355.0,4606314.0,És un petit serrat que neix a prop de l'extrem sud del serrat del Patufet i progressa vers l'Oest amb quatre puntes rocoses ben identificades.,Montgròs,Sant Jeroni,https://totmontserrat.cat/muntanya/agulles/seccio-xiii-montgros-2/
Turó del Montgròs,217,1.133,400424.0,4606053.0,"Enorme turó, d'aparença semblant a un gran massís, situat al bell mig de la muntanya de Montserrat. El cim del turó és molt planer i de grans dimensions. Com diu David Hita aquest cim convida al descans i la contemplació. El Montgròs, per la seva situació i alçària domina pràcticament tota la muntanya. Des del cim el panorama és realment majestuós. L’ascensió normal al cim la feu un grup de persones l’any 1880 sota la direcció de Cèsar August Torras.",Montgròs,Sant Jeroni,https://totmontserrat.cat/muntanya/agulles/seccio-xiii-montgros-2/
Paret de Migdia,724,1.065,400503.0,4606426.0,"Notable i impressionant paret situada entre la Salamandra i la canal dels Micos. En aquesta paret existeix la mítica via Interlaken oberta per Fermín de Martín, Jordi Crespo i J. Noguera. En algunes referències posteriors a les primeres citacions se l'esmenta com a Paret del Migdia.",Montgròs,Sant Jeroni,https://totmontserrat.cat/muntanya/agulles/seccio-xiii-montgros-2/
Agulla del Pas dels Micos,288,1.089,400595.0,4606470.0,"Aquesta agulla està batejada amb el nom de la canal on es troba situada. Es precisament per damunt del Pas dels Micos on es mostra més esvelta, doncs s’alça uns 10 metres de cara extraplomada. En canvi, per la cara sud té més alçada entre la base i la part més alta.",Ecos,Sant Jeroni,https://totmontserrat.cat/muntanya/agulles/seccio-xiv-ecos/
Agulla Lluis Estasen,207,1.209,400446.0,4606689.0,Agulla dedicada a un dels homes que més destacà en els inicis de l’escalada a Catalunya. La primera ascensió de l’aresta Bruc la feren Lluís Estasen i Jofre Vila l’any 1927.,Ecos,Sant Jeroni,https://totmontserrat.cat/muntanya/agulles/seccio-xiv-ecos/
Cap del Camell,206,1.186,400621.0,4606683.0,Situada al nord de la Gepa. Junt amb aquesta formen l’anomenat Camell dels Ecos.,Ecos,Sant Jeroni,https://totmontserrat.cat/muntanya/agulles/seccio-xiv-ecos/
Cota 288,287,1.100,400602.0,4606459.0,Aquesta cota es troba enganxada sota l’agulla del Pas del Mico,Ecos,Sant Jeroni,https://totmontserrat.cat/muntanya/agulles/seccio-xiv-ecos/
Eco Central,204,1.209,400488.0,4606556.0,"Aquest cim, juntament amb el que està situat al seu costat de ponent formen una parella de similars característiques. En Josep barberà només la identifica com a cota 246",Ecos,Sant Jeroni,https://totmontserrat.cat/muntanya/agulles/seccio-xiv-ecos/
Eco del Mig,203,1.220,400549.0,4606603.0,"És l’elevació menys individualitzada de totes les cotes dels Ecos. En Josep Barberà la identifica només com a cota 202, mentre que David Hita la denomina Eco del Mig. La primera ascensió la fe Lluís Estasen i Joan Giménez el 14 de maig de 1922",Ecos,Sant Jeroni,https://totmontserrat.cat/muntanya/agulles/seccio-xiv-ecos/
Eco d’en Nubiola,246,1.180,400501.0,4606541.0,David Hita considera aquesta roca com la bessona a la Miranda dels Ecosdoncs també presenta una estilitzada aresta cap al sud. En Josep barberà només la identifica com a cota 204,Ecos,Sant Jeroni,https://totmontserrat.cat/muntanya/agulles/seccio-xiv-ecos/
Eco Occidental,245,1.200,400488.0,4606565.0,"Aquest cim, juntament amb el que està situat al seu costat de llevant formen una parella de similars característiques. En Josep barberà només la identifica com a cota 245",Ecos,Sant Jeroni,https://totmontserrat.cat/muntanya/agulles/seccio-xiv-ecos/
Eco petit,244,1.174,400450.0,4606555.0,És la roca més petita de tot el conjunt dels Ecos. Esta enganxada a la paret oest de l’Eco Occidental. En Josep barberà la identifica com a cota 244,Ecos,Sant Jeroni,https://totmontserrat.cat/muntanya/agulles/seccio-xiv-ecos/
Eco Superior,201,1.225,400563.0,4606608.0,És la roca capçal de tot el conjunt dels Ecos i el lloc més altívol de la regió d’aquest nom. Resta desplaçada més al Nord que les altres agulles del conjunt dels Ecos. Està unida per un coll a la roca de la cota 202. La seva primera ascensió la feu Lluís Estasen i Josep Vila el març de 1927.,Ecos,Sant Jeroni,https://totmontserrat.cat/muntanya/agulles/seccio-xiv-ecos/
Gepa del Camell,205,1.204,400600.0,4606607.0,"Aquesta roca juntament amb la veïna cota 206 amb la qual està unida per un coll prominent i allargassat formen l’anomenat Camell dels Ecos, formació prominent i ben característica d’aquesta regió. La Gepa del Camell també és anomenada per alguns com la Gorra, nom que és dóna també a la cota 275 situada al costat del Musclet. Junt amb el Cap del Camell formen l’anomenat Camell dels Ecos. La primera ascensió la feren Josep Aleix i Lluís Colomines el 13 de juny de 1948.",Ecos,Sant Jeroni,https://totmontserrat.cat/muntanya/agulles/seccio-xiv-ecos/
L’Alfil,205a,1.107,400619.0,4606556.0,Roca adossasa a la part inferior de la cara est del Gep del Camell. Per analogia a la cota 206a s’ha numerat com a 205a.,Ecos,Sant Jeroni,https://totmontserrat.cat/muntanya/agulles/seccio-xiv-ecos/
L’Alfil dret,206a,1.082,400645.0,4606669.0,Roca adossada a la part inferior del vessant est del Cap del Camell.  Es troba per sobre el coll del Portell del Migdia nomenat com coll de la Llum per en Josep Baerberà. És numerada per aquest com a 206a en unes notes no publicades.,Ecos,Sant Jeroni,https://totmontserrat.cat/muntanya/agulles/seccio-xiv-ecos/
Miranda dels Ecos,202,1.223,400521.0,4606544.0,"És un cim allargassat en mig de la regió dels Ecos. David Hita el descriu com “molt acollidor, excel·lent per prendre un moment de descans i reflexionar sobre tota la bellesa que ens envolta”. Des d’aquest cim es té una bona visió de tota la regió dels Ecos. En el llibre Montserrat pam a pam aquesta en Josep Barberà identifica aquesta cota com a 202. També esmenta que s’hi troba una grossa creu. No obstant, en unes notes seves no publicades esmenta que la Miranda dels Ecos és la cota 203",Ecos,Sant Jeroni,https://totmontserrat.cat/muntanya/agulles/seccio-xiv-ecos/
Roca de sota la cota 209,209a,1.168,400348.0,4606634.0,Roca de petites proporcions per sota la cota 209 i en la capçalera del torrent de la Coma dels Naps de Baix,Ecos,Sant Jeroni,https://totmontserrat.cat/muntanya/agulles/seccio-xiv-ecos/
Roca del Recontrapatufet,201a,1.223,400572.0,4606642.0,"Petita agulla situada a la part nord de l’Eco Superior de la qual queda separada per una petita bretxa. El nom, diu en David Hita, li ve per contraposició a la roca del Patufet, que és una roca de característiques similars situada més cap al sud",Ecos,Sant Jeroni,https://totmontserrat.cat/muntanya/agulles/seccio-xiv-ecos/
Roca dels Lladres,203a,1.152,400553.0,4606489.0,Gran roca situada al costat mateix de la paret del Migdia amb un important esperò a la cara sud. Mentre la cara nord no hi ha desnivell.,Ecos,Sant Jeroni,https://totmontserrat.cat/muntanya/agulles/seccio-xiv-ecos/
Roques del Salt de la Nina (208),208,1.196,400419.0,4606739.0,Les cotes 208 i 209 formen el grup de roques del Salt de la Nina junt amb la roca del mateix nom. La roca 209 troba també entre la cota 208 i la roca del Salt de la Nina. Com l’anterior és molt penjada per la part nord i forma una gran paret. David Hita anomena aquesta roca com Roca de l’Alba.,Ecos,Sant Jeroni,https://totmontserrat.cat/muntanya/agulles/seccio-xiv-ecos/
Roques del Salt de la Nina (209),209,1.186,400405.0,4606774.0,"Les cotes 208 i 209 formen el grup de roques del Salt de la Nina junt amb la roca del mateix nom. La roca 208 és veïna de l’agulla Estasen per la seva part esquerra, mirant des del sud. La 209 té les mateixes característiques i es troba també entre l’agulla Estasen i el Salt de la Nina. Com l’anterior és molt penjada per la part nord i forma una gran paret. David Hita anomena aquesta roca com Roca del Tim",Ecos,Sant Jeroni,https://totmontserrat.cat/muntanya/agulles/seccio-xiv-ecos/
Salt de la Nina,210,1.191,400392.0,4606789.0,La cota 210 dels Ecos dóna nom al petit grup conegut com roques del Salt de la Nina. Aquest nom es deu al fet de que al cim d’aquesta roca hi ha una pedra arrodonida que la imaginació popular intueix la figura d’una nina a punt de saltar,Ecos,Sant Jeroni,https://totmontserrat.cat/muntanya/agulles/seccio-xiv-ecos/
Serrat d’en Patufet,212,1.189,400483.0,4606411.0,"Aquesta roca és veïna de la cota 249 de la qual està separada per una collet. A prop d’aquest indret hi ha la cruïlla del camí de la travessa dels Ecos amb el camí que va des de la Font del Llum al Montgrós per la canal dels Micos, prop de la balma de la Salamandra. Aquesta roca forma part de la carena que s’estén des de la Miranda dels Ecos i continua cap avall amb la cota 249 acabant en el Patufet.",Ecos,Sant Jeroni,https://totmontserrat.cat/muntanya/agulles/seccio-xiv-ecos/
El Gegant Encantat,303,1.175,400897.0,4606404.0,"És una de les roques més belles de Montserrat, tant per la seva forma característica.",Sant Jeroni,Sant Jeroni,https://totmontserrat.cat/muntanya/agulles/seccio-xv-sant-jeroni/
La Talaia Gran,304,1.146,400757.0,4606570.0,"El conjunt de les Talaies és, a causa de l’erosió, pot ser un dels més bonics de la muntanya. Ja que queda separat del massís per uns colls ben marcats i ocupen un posició central. De tot el conjunt aquesta agulla es troba en la part més al sud i és la mé",Sant Jeroni,Sant Jeroni,https://totmontserrat.cat/muntanya/agulles/seccio-xv-sant-jeroni/
La Petxina,305,1.110,400787.0,4606584.0,Conjunt de roques adossades a la paret est de les Talaies.,Sant Jeroni,Sant Jeroni,https://totmontserrat.cat/muntanya/agulles/seccio-xv-sant-jeroni/
La Talaia Petita,306,1.126,400768.0,4606605.0,"El conjunt de les Talaies és, a causa de l’erosió, pot ser un dels més bonics de la muntanya. Ja que queda separat del massís per uns colls ben marcats i ocupen un posició central. De tot el conjunt aquesta agulla es troba en la seva part més central.",Sant Jeroni,Sant Jeroni,https://totmontserrat.cat/muntanya/agulles/seccio-xv-sant-jeroni/
Roca 307 (Punta Solitud),307,1.085,400786.0,4606671.0,"Segons el mapa d'en Semir, aquesta roca – com també la 308 – rep el nom de Talaieta, però veritablement la Talaieta és la roca 308. En un mapa original d'en Josep Barberà, escrit a ma, anomena aquesta roca com Damunt de la Talaieta. També es coneix amb el",Sant Jeroni,Sant Jeroni,https://totmontserrat.cat/muntanya/agulles/seccio-xv-sant-jeroni/
La Talaieta d'en Barbé,308,1.086,400792.0,4606695.0,"Ultima agulla, la més al nord, del grup d'agulles que constitueixen les Talaies.",Sant Jeroni,Sant Jeroni,https://totmontserrat.cat/muntanya/agulles/seccio-xv-sant-jeroni/
Roca del Coll de la Llum,313,1.056,400735.0,4606593.0,Gran agulla plana situada adossada a la paret oest de les Talaies al damunt del camí de la canal de la Llum.,Sant Jeroni,Sant Jeroni,https://totmontserrat.cat/muntanya/agulles/seccio-xv-sant-jeroni/
Roca 314,314,1.064,400719.0,4606534.0,Agulla situada entre la roca 393 i la roca del coll de la Llum.,Sant Jeroni,Sant Jeroni,https://totmontserrat.cat/muntanya/agulles/seccio-xv-sant-jeroni/
La Pilota,390,1.042,400818.0,4606445.0,"Acabat el sector de sota el camí del Camell, a la part de dalt i prop del peu de la muralla de Sant Jeroni hi ha aquesta agulla batejada així per la seva forma esfèrica.",Sant Jeroni,Sant Jeroni,https://totmontserrat.cat/muntanya/agulles/seccio-xv-sant-jeroni/
Roca 393,393,1.014,400721.0,4606478.0,Es el primer contrafort i el més baix de les Talaies i toca el camí que ve del Camell.,Sant Jeroni,Sant Jeroni,https://totmontserrat.cat/muntanya/agulles/seccio-xv-sant-jeroni/
