Name,Description
El Sentinelleta,"A la part oposada de la canal que porta a la roca de l'Ampolla hi ha la del Sentinella, curiosa roca que té una petita agulla adossada (és el ""fusell"" del Sentinella). No sobrepassa els 15 metres d’alçada."
Agulla de Santa Cecília,"A la part baixa del serrat de Sant Jeroni i per sobre de la confluència d'unes canals i per sota de les altes parets del serrat, es destaca aquesta petita agulla al costat de la qual passa la ferrata Tresina."
Agulleta del Serradet de Sant Jeroni,"Baixant la canal de Sant Jeroni al seu començament, a l¡esquerra es troba aquest serradet. Forma diversos turonets fins arribar a l’últim, que és la roca 329 o agulleta del Serradet de Sant Jeroni. Josep Barberà suggereix que aquesta agulleta pot identifi"
La Pera,Està sota de les Foradades i adossada a la canal que baixa del cim de Sant Jeroni; gairebé als últims graons de les escales que arriben al punt culminant de Montserrat. Aquesta agulla està enganxa pel coll als cingles.
Mirador del Moro,"El serrat del Moro resta unit al massís pel seu extrem Sud. A poca distància del coll d'unió s'aixeca aquest mirador (330), damunt del qual fou emplaçada, primer, l'estació superior del telefèric aeri de Sant Jeroni i avui l’estació de Telecomunicacions."
Pont Natural,"Diversos ponts naturals es troben a la muntava montserratina per aquest n'és un dels que es coneixen poc, puix no destaca per estar adossat a les parets baixes del serrat de Sant Jeroni, prop de la canal que descendeix del cim. Es difícil des localitzar-l"
Roca 324,"Domina la capella de Sant Jeroni, formant un promontori d'on es gaudeix d'una magnífica vista vers el cim. Davalla pel repeu de la canal de Sant Jeroni i mirant aplomats es pot veure l'agulla de la Pera."
Roca 364,Aquesta roca forma part del Serrat del Moro el qual compren les roques des del número 364 fins el 373. El Serrat del Moro està unit al massís pel seu extrem sud. A poca distància d’aquest coll hi ha el Mirador del Moro on actualment es troba l’estació de Telecomunicacions i antigament era l’estació superior de l’aeri de sant Jeroni. Vers el nord el serrat del Moro va perdent alçada amb petites graonades successives fins que en el seu extrem nord cau en un esperó tallat que domina el monestir de santa Cecília.
Roca 365,Aquesta roca forma part del Serrat del Moro el qual compren les roques des del número 364 fins el 373. El Serrat del Moro està unit al massís pel seu extrem sud. A poca distància d’aquest coll hi ha el Mirador del Moro on actualment es troba l’estació de Telecomunicacions i antigament era l’estació superior de l’aeri de sant Jeroni. Vers el nord el serrat del Moro va perdent alçada amb petites graonades successives fins que en el seu extrem nord cau en un esperó tallat que domina el monestir de santa Cecília.
Roca 366,Aquesta roca forma part del Serrat del Moro el qual compren les roques des del número 364 fins el 373. El Serrat del Moro està unit al massís pel seu extrem sud. A poca distància d’aquest coll hi ha el Mirador del Moro on actualment es troba l’estació de Telecomunicacions i antigament era l’estació superior de l’aeri de sant Jeroni. Vers el nord el serrat del Moro va perdent alçada amb petites graonades successives fins que en el seu extrem nord cau en un esperó tallat que domina el monestir de santa Cecília.
Roca 367,Aquesta roca forma part del Serrat del Moro el qual compren les roques des del número 364 fins el 373. El Serrat del Moro està unit al massís pel seu extrem sud. A poca distància d’aquest coll hi ha el Mirador del Moro on actualment es troba l’estació de Telecomunicacions i antigament era l’estació superior de l’aeri de sant Jeroni. Vers el nord el serrat del Moro va perdent alçada amb petites graonades successives fins que en el seu extrem nord cau en un esperó tallat que domina el monestir de santa Cecília.
Roca 368,Aquesta roca forma part del Serrat del Moro el qual compren les roques des del número 364 fins el 373. El Serrat del Moro està unit al massís pel seu extrem sud. A poca distància d’aquest coll hi ha el Mirador del Moro on actualment es troba l’estació de Telecomunicacions i antigament era l’estació superior de l’aeri de sant Jeroni. Vers el nord el serrat del Moro va perdent alçada amb petites graonades successives fins que en el seu extrem nord cau en un esperó tallat que domina el monestir de santa Cecília.
Roca 369,Aquesta roca forma part del Serrat del Moro el qual compren les roques des del número 364 fins el 373. El Serrat del Moro està unit al massís pel seu extrem sud. A poca distància d’aquest coll hi ha el Mirador del Moro on actualment es troba l’estació de Telecomunicacions i antigament era l’estació superior de l’aeri de sant Jeroni. Vers el nord el serrat del Moro va perdent alçada amb petites graonades successives fins que en el seu extrem nord cau en un esperó tallat que domina el monestir de santa Cecília.
Roca 372,Aquesta roca forma part del Serrat del Moro el qual compren les roques des del número 364 fins el 373. El Serrat del Moro està unit al massís pel seu extrem sud. A poca distància d’aquest coll hi ha el Mirador del Moro on actualment es troba l’estació de Telecomunicacions i antigament era l’estació superior de l’aeri de sant Jeroni. Vers el nord el serrat del Moro va perdent alçada amb petites graonades successives fins que en el seu extrem nord cau en un esperó tallat que domina el monestir de santa Cecília.
Roca 373,Aquesta roca forma part del Serrat del Moro el qual compren les roques des del número 364 fins el 373. El Serrat del Moro està unit al massís pel seu extrem sud. A poca distància d’aquest coll hi ha el Mirador del Moro on actualment es troba l’estació de Telecomunicacions i antigament era l’estació superior de l’aeri de sant Jeroni. Vers el nord el serrat del Moro va perdent alçada amb petites graonades successives fins que en el seu extrem nord cau en un esperó tallat que domina el monestir de santa Cecília.
Roca 374,"Conjunt de roques amb importants estimballs banda a banda. Estan al costat del mirador de Sant Jeroni seguint la carena en direcció nord. Totes les roques d'aquest serrat estan perfectament alineades i, quasi bé totes, van perden alçada progressivament fi"
Roca 375,"Conjunt de roques amb importants estimballs banda a banda. Estan al costat del mirador de Sant Jeroni seguint la carena en direcció nord. Totes les roques d'aquest serrat estan perfectament alineades i, quasi bé totes, van perden alçada progressivament fi"
Roca 376,"Conjunt de roques amb importants estimballs banda a banda. Estan al costat del mirador de Sant Jeroni seguint la carena en direcció nord. Totes les roques d'aquest serrat estan perfectament alineades i, quasi bé totes, van perden alçada progressivament fi"
Roca 377,"Conjunt de roques amb importants estimballs banda a banda. Estan al costat del mirador de Sant Jeroni seguint la carena en direcció nord. Totes les roques d'aquest serrat estan perfectament alineades i, quasi bé totes, van perden alçada progressivament fi"
Roca 385,"Conjunt de roques amb importants estimballs banda a banda. Estan al costat del mirador de Sant Jeroni seguint la carena en direcció nord. Totes les roques d'aquest serrat estan perfectament alineades i, quasi bé totes, van perden alçada progressivament fi"
Roca 386,"Conjunt de roques amb importants estimballs banda a banda. Estan al costat del mirador de Sant Jeroni seguint la carena en direcció nord. Totes les roques d'aquest serrat estan perfectament alineades i, quasi bé totes, van perden alçada progressivament fi"
Roca 387,"Conjunt de roques amb importants estimballs banda a banda. Estan al costat del mirador de Sant Jeroni seguint la carena en direcció nord. Totes les roques d'aquest serrat estan perfectament alineades i, quasi bé totes, van perden alçada progressivament fi"
Roca de la Confluència,Es ben bé a la confluència de torrents de les dues canals de Sant Jeroni.
Roca del Pas,Roca que es troba al peu de la roca 377 orientada a la vessant oest del serrat de sant Jeroni (canal del Llum)
Agulla de la Roser,Roca que es troba més amunt de la roca de la Confluència al final de la cresta del serrat que separa la canal de Sant Jeroni i la ferrada Teresina
Roques de les Foradades,Dues petites roques monolítiques situades a la carena que separa els torrents de la canal de sant Jeroni i el Pou de Glaç. No arriben als 10 metres d'alçada des del coll que les uneix.
Roca del Referèndum,Roca situada a sota de la roca del Pas
Roca de l'1 d'octubre,Roca situada a sota de la roca del Referèndum
Agulla Migpartida,Es troba en el lloc de confluència de dos caminis: un que va cap al Cavall Bernat i l'altre al torrent de Santa Maria.
El Montcau (Roca del Moro),També és anomenada aquesta roca com la Roca del Moro o del Migdia. Un coll la uneix amb el Mirador del Moro.
Ganivet dels Diables,Mole rocosa que es troba a la part Nord del serrat de les Onze al qual està unit per un coll
La Barretina de Patriarques,Aquesta roca té un coll amb la roca 355.
Merlet de sota l'Ermita de Sant Antoni,Agulla amb un merlet a sota de l'ermita de Sant Antoni.
Miranda de Sant Antoni,"Anant pel camí que va des de l'ermita de Sant Antoni cap al Cavall Bernat, trobem com a última roca d'aquesta secció la Miranda de Sant Antoni."
Parets dels Diables,Adossada a la part est de la roca de les Onze. Sún unes parets espectaculars i d'alçada impressionants.
Roca 1 del Serrat del Patriarca,Aquesta roca està dedicada a Jaume Bonany i és la que té més alçada de tot el serrat del Patriarca
Roca 2 del Serrat del Patriarca,Roca del Serrat del Patriarca
Roca 3 del Serrat del Patriarca,Roca del Serrat del Patriarca
Roca 332,"Queda abocada a la canal del Moro i a la dreta de la roca 378 o Dent. Aquesta canal, a la seva capçalera, forma una mena de ferradura. El cim de la roca 332 forma com una boleta."
Roca 349 - Roca Cimera,Està al damunt de l'ermita de Sat Antoni i al peu mateix de la roca de les Onze. És un bon mirador. Josep Barberà li donà el nom de roca 349 i Manuel Punsola la batejà cm roca Cimera
Roca 357 - Roca d'en Sorolla,És una gran roca que forma collet amb la roca de les Onze. El nom de roca d'en Sorolla ha estat afegit per Manuel Punsola. En Josep Barberà la identificà només amb el nom de roca 357
Roca 4 del Serrat del Patriarca,Roca del Serrat del Patriarca
Roca 5 del Serrat del Patriarca,Roca del Serrat del Patriarca
Roca de la Paret de l'Aeri,Antigament tenia el nom del Patrici i més posteriorment també es coneixia com la Dent. Està per sota del Mirador del Moro al final d'una canal arbrada que en diagonall porta al collet d'aquest roca.
Roca de les Onze,"És una de les roques grosses d'aquest sector, té grans parets per la canal dels Arítjols i per la part E es troba la impressionat paret dels Diables"
Roca del Cap de Mort,S'anomenava també la Calavera. Està al peu del camí que va a l'ermita de Sant Antoni . Aquesta roca forma un coll amb el serrat de les Onze.
Roca del Ninot (Serrat del Duc),És la darrera roca del serrat del Duc i veïna de la roca 361.
Serrat del Duc (roca 361),"Petit serrat, d'alçada inferior i de reduïdes dimensions, al peu del serrat dels Patriarques i al costa de la canal del Moro. Les primeres roques del serrat son la 363-362 i després la 361que està més al nord."
Serrat del Duc (roca 362),"Petit serrat, d'alçada inferior i de reduïdes dimensions, al peu del serrat dels Patriarques i al costa de la canal del Moro. Les primeres roques del serrat son la 363-362 i després la 361que està més al nord."
Serrat del Duc (roca 362),"Petit serrat, d'alçada inferior i de reduïdes dimensions, al peu del serrat dels Patriarques i al costa de la canal del Moro. Les primeres roques del serrat son la 363-362 i després la 361que està més al nord."
Serrat del Duc (roca 363),"Petit serrat, d'alçada inferior i de reduïdes dimensions, al peu del serrat dels Patriarques i al costa de la canal del Moro. Les primeres roques del serrat son la 363-362 i després la 361que està més al nord."
El Plàten dels Diables,Gegantina llastra adossafa a la part est de la Paret dels Diables. A poca distància del seu cim hi ha l'ermita de sant Antoni.
Creu inferior de sant Antoni,"Enfilat el camí que puja a l'ermita de sant Antoni, i un cop passada l'agulla Migpartida, a ma esquerra hi ha aquesta roca. Una senzilla grimpada permet pujar al seu cim per contemplar les diferents roques properes a l'ermita de sant Antoni. Al cim hi la base excavada a la roca d'una antiga creu."
Agulla Inclinada,Està situada sota mateix del Puntal de l'Albarda en direcció sud oest.
As de Bastos,Roca de no més de 8 metres situada a la base del Mirador de la Palla. La primera ascensió la feu Josep Barberà el 2 d'octubre de 1973.
El Braguer,"Agulla anomenada així per en Josep Barberà en el seu llibre Montserrat pam a pam. Està situada al costat de la Desgraciada. Actualment, algunes persones l'anomenen el Tornillo."
El Càntir,"És l'última roca del grup de l'Albarda, és la que està més al sud"
El Cigronet,"Aquesta roca esta emplaçada sobre mateix del camí que va de sant Joan a Sant Jeroni i abans d'arribar al serrat del Puntal de l'Albarda. D'aspecte capriciós, al capdamunt un merlet arrodonit li dóna el nom"
La Desgraciada,Aquesta agulla està separada de l'Albarda Castellana per un collet. És un esvelt monolit que destaca a un extrem que es mira a l'Albarda
L'Albarda Castellana,És un gros turó al costat del camí dels Francesos. El cim primer és el gran i a l'extrem oposat una mica separat per un collet hi ha la cota 334
Mirador de la Palla,"Continuant avall per la mateixa canal, seguidament en trobarem una altra a la dreta que s’ajunta amb la que es davallava. Cal remuntar per la que s’ha trobat  i pujar fins un penjat coll que, per la seva carena vers l’esquerra, port al cim d’aquest Mirador, que encara que no té cap dificultat per pujar-hi, ens ofereix una forta visió del solitari torrent del Migdia tenint a sobre les roques del Camell. En Manuel Punsola ha catalogat aquesta roca."
Puntal de l'Albarda,El Puntal de l’Albarda és una roca que es troba al final de la carena del mateix nom i per sota de la roca 341. La cara est del Puntal de l’Albarda té una altíssima paret coneguda pels escaladors per la seva dificultat. En algun mapa de l’Alpina anomena aquesta roca també com el Bisbe.
Roca 338 de la carena del Puntal de l'Albarda,"Pujant pel camí de sant Jeroni i un cop passat el camí que s’enfila cap a l’ermita de sant Antoni hi ha un petit tram d’escales a la fi de les quals, a ma esquerra, surt una carena del Puntal de l’Albarda que progressa en direcció sud. Aquesta carena són un seguit de petits turons, el primer del qual és la cota 338 i la darrera, abans del Puntal de l’Albarda, és la 341."
Roca 339  de la carena del Puntal de l'Albarda,"Pujant pel camí de sant Jeroni i un cop passat el camí que s’enfila cap a l’ermita de sant Antoni hi ha un petit tram d’escales a la fi de les quals, a ma esquerra, surt una carena del Puntal de l’Albarda que progressa en direcció sud. Aquesta carena són un seguit de petits turons, el primer del qual és la cota 338 i la darrera, abans del Puntal de l’Albarda, és la 341."
Roca 340 de la carena del Puntal de l'Albarda,"Pujant pel camí de sant Jeroni i un cop passat el camí que s’enfila cap a l’ermita de sant Antoni hi ha un petit tram d’escales a la fi de les quals, a ma esquerra, surt una carena del Puntal de l’Albarda que progressa en direcció sud. Aquesta carena són un seguit de petits turons, el primer del qual és la cota 338 i la darrera, abans del Puntal de l’Albarda, és la 341."
Roca 341 de la carena del Puntal de l'Albarda,"Pujant pel camí de sant Jeroni i un cop passat el camí que s’enfila cap a l’ermita de sant Antoni hi ha un petit tram d’escales a la fi de les quals, a ma esquerra, surt una carena del Puntal de l’Albarda que progressa en direcció sud. Aquesta carena són un seguit de petits turons, el primer del qual és la cota 338 i la darrera, abans del Puntal de l’Albarda, és la 341."
Roca 347,Veïna del Cigronet
Agulla dels Flamencs,"A la part nord d’aquesta secció existeixen varis torrents que baixen entre els serrats dels Tudons i el de Sajolida i, principalment, entre aquest i el de les Paparres. A l’alçada de la confluència dels torrents dels Bugaders i el de Sajolida, entre els dos torrents, es troba una petita carena formades per unes poques roques. A l’altra banda del torrent de Sajolida, el seu marge esquerra, hi una altra petita carena que comença en el coll que en aquest indret fa el camí del Pont i la cruïlla del camí del Clot de Sajolida. L’agulla dels Flamencs està a continuació de les primeres elevacions de la carena, la Roca Mala."
Roca 384,Aquest roca es troba sota de la roca del Castellet en direcció sud-est alineada amb aquesta i la roca Mala de la qual està separada pel torrent de Sajolida
Roca de la Fabiola,"A la part nord d’aquesta secció existeixen varis torrents que baixen entre els serrats dels Tudons i el de Sajolida i, principalment, entre aquest i el de les Paparres. A l’alçada de la confluència dels torrents dels Bugaders i el de Sajolida es troba una petita carena formades per unes poques roques. La roca de la Fabiola està a la meitat de carena, sota de la gran roca del Castellet i per damunt de les roques dels Bugaders."
Roca del Castellet,"A la part nord d’aquesta secció existeixen varis torrents que baixen entre els serrats dels Tudons i el de Sajolida i, principalment, entre aquest i el de les Paparres. A l’alçada de la confluència dels torrents dels Bugaders i el de Sajolida es troba una petita carena formades per unes poques roques. De totes elles, la roca del Castellet es troba al nord de la carena, sota la roca 384, i és la més voluminosa."
Roca del Pi,"A la part nord d’aquesta secció existeixen varis torrents que baixen entre els serrats dels Tudons i el de Sajolida i, principalment, entre aquest i el de les Paparres. A l’alçada de la confluència dels torrents dels Bugaders i el de Sajolida, entre els dos torrents, es troba una petita carena formades per unes poques roques. A l’altra banda del torrent de Sajolida, el seu marge esquerra, hi una altra petita carena que comença en el coll que en aquest indret fa el camí del Pont i la cruïlla del camí del Clot de Sajolida. L’agulla dels Flamencs està a continuació de les primeres elevacions de la carena, la Roca Mala."
Roca del Truc,Seguint la carena que puja des de la Vinya Nova es troba aquesta petita agulla que té forma d’aresta
Roca Mala - I,"A la part nord d’aquesta secció existeixen varis torrents que baixen entre els serrats dels Tudons i el de Sajolida i, principalment, entre aquest i el de les Paparres. A l’alçada de la confluència dels torrents dels Bugaders i el de Sajolida, entre els dos torrents, es troba una petita carena formades per unes poques roques. A l’altra banda del torrent de Sajolida, el seu marge esquerra, hi una altra petita carena formada també per unes poques elevacions. Al seu inici, tocant al coll que en aquest indret fa el camí del Pont i la cruïlla del camí del Clot de Sajolida, s’inicia una petita carena. A l’inici es troba un morro rocós format per dues roques. La primera roca que es troba és la roca Mala I – 480 i la segona roca Mala II – 481."
Roca Mala - II,"A la part nord d’aquesta secció existeixen varis torrents que baixen entre els serrats dels Tudons i el de Sajolida i, principalment, entre aquest i el de les Paparres. A l’alçada de la confluència dels torrents dels Bugaders i el de Sajolida, entre els dos torrents, es troba una petita carena formades per unes poques roques. A l’altra banda del torrent de Sajolida, el seu marge esquerra, hi una altra petita carena formada també per unes poques elevacions. Al seu inici, tocant al coll que en aquest indret fa el camí del Pont i la cruïlla del camí del Clot de Sajolida, s’inicia una petita carena. A l’inici es troba un morro rocós format per dues roques. La primera roca que es troba és la roca Mala I – 480 i la segona roca Mala II – 481."
Roca Tormes,"A la part nord d’aquesta secció existeixen varis torrents que baixen entre els serrats dels Tudons i el de Sajolida i, principalment, entre aquest i el de les Paparres. A l’alçada de la confluència dels torrents dels Bugaders i el de Sajolida, entre els dos torrents, es troba una petita carena formades per unes poques roques. A l’altra banda del torrent de Sajolida, el seu marge esquerra, hi una altra petita carena que comença en el coll que en aquest indret fa el camí del Pont i la cruïlla del camí del Clot de Sajolida. La darrera roca d’aquesta carena és la Roca Tormes."
Roques dels Bugaders - II,"A la part nord d’aquesta secció existeixen varis torrents que baixen entre els serrats dels Tudons i el de Sajolida i, principalment, entre aquest i el de les Paparres. A l’alçada de la confluència dels torrents dels Bugaders i el de Sajolida es troba una petita carena formades per unes poques roques. Una d’elles són les roques dels Bugaders. Del conjunt de roques d’aquesta carena són les situades més en el seu extrem."
Roques dels Bugaders  - I,"A la part nord d’aquesta secció existeixen varis torrents que baixen entre els serrats dels Tudons i el de Sajolida i, principalment, entre aquest i el de les Paparres. A l’alçada de la confluència dels torrents dels Bugaders i el de Sajolida es troba una petita carena formades per unes poques roques. Una d’elles són les roques dels Bugaders. Del conjunt de roques d’aquesta carena són les situades més en el seu extrem."
Agulla dels Pollegons,És una roca molt vistosa i aïlada que es troba en la part nord del serrat dels Pollegons. Per la seva vessant nord té el coll de Pollegons indret on es troben el camí de l'Artiga amb el que mena cap a la bauma de la Murdela. i A la part sud té una colossa
Cota 442 (serrat dels Pollegons),Petit serrat que es troba al sud i a continuació de l'agulla de Pollegons amb la qual està unida per un coll. La primera cota d'aquest serrat és la 442.
Roca de l'Esperança,Una de les primeres cotes del serrat de Pollegons situada a continuació de la cota 442 a la qual resta unida per un coll.
Roca Carles Roig,Cota del serrat dels Pollegons sud de la roca de l'Esperança a la qual està unida per un coll.
Cota 445 (Agulla Pastoret),Roca al sud del serrat dels Pollegons unida per un coll a la roca d'en Carles Roig. Algunes guies nomenen aquesta agulla com a Pastoret.
Cota 446,Última roca del serrat dels Pollegons. És la que està més al sud unida per un coll amb la cota 445.
Cota 462,Del serrat dels Pollegons surt una petita carena al peu de la roca Esperança en direcció a la canal de l'Artiga Alta. La primera cota d'aquesta carena és la 462.Es troba en el que avui s'anomena Trió Oest
Cota 462 B,"Agulla situada a l’extrem sud del serrat dels Pollegons, quasi al seu final, al damunt de la canal Fosca. És un gran pedró que en Ramon de Semir l'utilitzà com a índex geodèsic, varis turons cauen aplomats més al sud."
Roca de la Palleta,Agulla situada a l’extrem més sud del serrat dels Pollegons per damunt del marge esquerra de la canal Fosca.
Cota 462 A,"Del serrat dels Pollegons surt una petita carena al peu de la roca Esperança en direcció a la canal de l'Artiga Alta. La primera cota d'aquesta carena és la 462 i la següent, més al sud, és la cota 462A. Es troba en el que avui s'anomena Trió Oest"
Roca del Tinter,Agulla situada al nord del serrat de l’Artiga Alta i propera al camí del torrent de l'Artiga Alta des d’on arriba planejant a aquesta agulla.. Forma part del que avui es coneix com el Trió Est.
Cota 467 B (Artiga Alta),"Agulla situada al final de la carena de l'Artiga Alta, en la seva part sud, després de diversos turons i en paral•lel a la canal de l’Artiga Baixa . Aquesta agulla cau verticalment sobre la plana.  Aquesta agulla està més al sud que la roca del Tinter. Fo"
Agulla Claudia,Agulla adossada a l'esquerra de la Roca de Ponent
Agulla del coll del Serrat B,"Des de la cota 462 B, situada al Serrat dels Pollegons A, en el lloc a on s'esmentat que havia un pedró que indicava que es feu servir com a índex geodèsic durant la confecció del plànol d'en Semir. Aquesta agulla linda amb la roca de la Palleta que culmi"
Agulla Jordi Solé Masip (roques finals del serrat dels Pollegons),"Al final del serrat de Pollegons hi ha dues elevacions, separades per un petit collet, abocades al camí del Pont i a la canal de Pollegons. La que ocupa una posició més al nord és l’agulla Jordi Solé Masip. En Josep Barberà anomena aquestes dues elevacion"
Paret del Pont,Important mur pedregós situat a la part alta del torrent del Pont
Roca de Ponent,Roca situada entre la Roca gris i la cota 462B del final del serrat dels Pollegons
Roca Gris,"Al final del serrat de Pollegons hi ha dues elevacions, separades per un petit collet, abocades al camí del Pont i a la canal de Pollegons. La que ocupa una posició més al sud és la Roca Gris. En Josep Barberà anomena aquestes dues elevacions como a Roque"
Cara de Mico,"Aquesta agulla es veïna per l'oest de la cota 414 i queda per sota de la cara nord de la Gorra Frígia, a la qual està unida per un coll molt pronunciat. Per la part oest s'aboca al torrent de l'Artiga Alta i ofereix una magnífica vista sobre la roca del Sentinella. El nom li ve donat per la fisonomia simiesca que presenta la seva cara est. En algunes descripcions també se la identifica com agulla del Mirador."
El Rave,"Estranya agulla que té una forma ben singular per tractar-se d'una gran roca sobre una estreta base. Aquesta roca està a l’est del coll dels Pollegons, a continuació de la roca de la Campana, de la qual és pràcticament veïna. Constitueix una de les roques més interessants per als escaladors, a causa de la seva colossal balma o sostre."
El Sentinella,"Curiosa agulla. S’aixeca com un torre cap el cel. Queda a la part sud de la Serra de les Paparres, per tant sota aquest serrat. Està formada per dues agulles unides per la base: el Sentinella, que és la més alta, i al seu costat hi una agulla esvelta anomenada el Fusell."
La Campana,Aquesta roca està situada a la part esquerra del coll dels Pollegons baixant pel Serrat de Bellavista. És veïna del Rave.
Miranda de la Campana,Gran roca situada al nord de la Campana. No està citada per en Josep Barberà.
Miranda del Rave,Mirador situat al costat del camí de les Artigues quan s'enfila cap el camí nou de Sant Jeroni. No està citada per en Josep Barberà.
Miranda dels Pollegons,Es tracta d'un parell de roques situades per sota el camí del Pont per damunt d’una petita coma on hi ha la capçalera dels torrents que davallen cap a la Vinya Nova.
Roca de la Paparra,"Queda per sota de la serra de les Paparres, en direcció sud i propera a l'agulla del Sentinella. Està al costat de la roca anomenada Cara de Mico per la seva cara nord. És una gran roca com un merlet."
Roca veïna del Rave,Roca situada a la part nord del Rave amb la qual està unida per un coll.
Serrat de Bellavista 1,El serrat de Bellavista és un conjunt de roques que uneixen el conjunt de les Magdalenes o Gorres amb el de l'Albarda Castellana i Sant Jeroni. Per la seva situació separa les vessants dels torrents del Pont i Vall Mal o Santa Maria. Tota aquesta sèrie de turons que està format el Serrat de Bellavista son un magnífic mirador sobre la vessant del Bruc del massís.
Serrat de Bellavista 2,El serrat de Bellavista és un conjunt de roques que uneixen el conjunt de les Magdalenes o Gorres amb el de l'Albarda Castellana i Sant Jeroni. Per la seva situació separa les vessants dels torrents del Pont i Vall Mal o Santa Maria. Tota aquesta sèrie de turons que està format el Serrat de Bellavista son un magnífic mirador sobre la vessant del Bruc del massís.
Serrat de Bellavista 3,El serrat de Bellavista és un conjunt de roques que uneixen el conjunt de les Magdalenes o Gorres amb el de l'Albarda Castellana i Sant Jeroni. Per la seva situació separa les vessants dels torrents del Pont i Vall Mal o Santa Maria. Tota aquesta sèrie de turons que està format el Serrat de Bellavista son un magnífic mirador sobre la vessant del Bruc del massís.
Serrat de Bellavista 4,El serrat de Bellavista és un conjunt de roques que uneixen el conjunt de les Magdalenes o Gorres amb el de l'Albarda Castellana i Sant Jeroni. Per la seva situació separa les vessants dels torrents del Pont i Vall Mal o Santa Maria. Tota aquesta sèrie de turons que està format el Serrat de Bellavista son un magnífic mirador sobre la vessant del Bruc del massís.
Serrat de Bellavista 5,El serrat de Bellavista és un conjunt de roques que uneixen el conjunt de les Magdalenes o Gorres amb el de l'Albarda Castellana i Sant Jeroni. Per la seva situació separa les vessants dels torrents del Pont i Vall Mal o Santa Maria. Tota aquesta sèrie de turons que està format el Serrat de Bellavista son un magnífic mirador sobre la vessant del Bruc del massís.
Cota 414,"Queda ja al final de la llarga carena de la Serra de Bellavista, aquí nomenada Serra de les Paparres. Aquesta cota, junt amb la Cara de Mico, a la qual es veïna pel sud est, s’uneixen a l'altívola Gorra Frígia. Es un turó arrodonit que les seves vessants nord cauen sobre el camí nou de Sant Jeroni."
Agulla de la Plantació,"És la cota més alta en la carena que puja des de l’Oblidada, El Porró i el Barretet. És una gran roca. Dóna al damunt del torrent de l’Artiga Alta."
Agulla del Capdemunt,No està referenciada per Josep Barberà. És una agulla situada al damunt i a l’est de la Roca del Divendres Sant. També es coneix com l’agulla de Sobre el Divendres Sant.
Agulla del Capdevall,Petita agulla situada a l'oest de la roca del Divendres Sant
Agulla del Meguí,Es una roca situada sota la cota 447 per la seva cara nord. Està molt definida perquè està separada de la resta d’agulles d’aquest indret. Està abocada al torrent de l’Artiga Alta. Forma part d’una petita carena que limita el nord de la Plantació.
Agulla d’en Torres Homet,Aquesta agulla veïna de la Triple per la seva cara sud-oest. Està dedicada a un dels escaladors de referència de Montserrat.
Agulla Jaume Mata,"Roca en forma de gepa situada al damunt del torrent dels Llorers per la seva vessant dreta. A la base d’aquesta roca hi ha una pla on consta la dedicació del nom d’aquesta roca a un jove muntanyenc sancugatenc que perdé la vida a la serra del Cadi, anant a auxiliar a uns escaladors. Està englobada a les roques de la Processó dels Monjos. Hi ha una placa recordatori en la base de la cara est."
Agulleta de l’Esglai,Queda al sud de la roca del Divendres Sant. Enllaça les roques de la carena del Barretet amb les del Porro i Col·leccionistes.
El Barretet,"Es la roca mes alta de la carena que es troba en la zona oest de la Plantació i que comença amb l’agulla de la Plantació i acaba amb l’Oblidada passant pels Estalvis del Porró. Per en Josep Barberà, la més esvelta de tota la secció, cas apart de la roca de la Mamella. Forma un coll amb la cota 455. La part superior del Barretet té forma de bola amb una important balma per la banda oest."
El Gendre,Promontori situat entre la Fills Alta i la Filla Baixa. Bon mirador.
Fals Ou,Gran roca situada a tocar del torrent dels Llores i sota la cota 475.
Fals Punxó,Roca altiva situada a la dreta del Punxó i molt propera al marge dret del torrent dels Llorers. Per la seva forma pot confondre’s amb el Punxó que es trona més a l’oest. No fou referènciada per en Josep Barberà.
La Mamella,Es la roca mes esvelta d’aquesta secció situada ben be a sota de la roca de la Doble. Fa coll amb la Mamelleta.
La Mamelleta,Gran roca sota l’agulla de la Miranda de la Mamella. Està entre la canal de la Triple i la canal de la Mamella. Pertany al grup de la Processo dels Monjos.
La Vicepresidenta,Roca veina de la cara nord de la Presidenta.
L’Oblidada,És la darrera agulla situada al sud d’una carena que neix a l’agulla de la Plantació i progressa cap al sud de la Plantació. L’Oblidada es troba al damunt del torrent dels Llorers.
L’Ou de la Plantació,"Es deu baixar pel camí que baixa per la bretxa entre la Miranda de Santa Magdalena i a la cota 409, quedant aquesta roca a la banda de la dreta i sobre el torrent en que baixa per l’altre banda la llarga carena de la Processó dels Monjos"
Miranda de la Mamella,"La roca de la Miranda de la Mamella està unida amb la Mamelleta, per un estret collet, a la vessant sud. Forma part del grup de la Processó dels Monjos."
Punxó de  la Pau i Justícia,Agulla esvelta i solitària situada a la dreta del torrent dels Llorers i al final d’una carena que s’inicia a al Triple. Una mica més amunt hi ha té l’agulla dels Col·leccionistes.
Roca de la Cantelluda,Roca situada al costat est de la roca la Presidenta.
Roca de la Filla Alta de la Presidenta,És una roca situada en la carena que comença a la roca de la Cantelluda i que va paral·lela al marge esquerra del torrent dels Llorers. Està per sota de la Presidenta pel seu costat oest i quasi adossada a ella. Entre la Filla Alta i la Filla Baixa hi ha un petit promontori que es coneix com el Gendre.
